492206,-2.96068,377414,352002,0.352376,2.239,341175,337059,-0.126174,-1.11991,391034,304912,-0.72861,0.21638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391977,284558,0.843659,-2.67124,0,0,0,0,0,0,0,0
924845,-0.28882,765570,742305,-0.205639,2.53853,442958,427288,0.186124,1.72228,344594,343259,-0.0480736,-2.31234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429877,2.67118,501475,435902,0.506526,1.45009,418925,412492,0.0993153,-1.48804,369629,316317,-0.550902,-1.63406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547729,-0.896248,829972,410907,-1.32057,1.87577,149280,147573,-0.0447805,-2.28965,120295,110824,0.403935,1.68442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437958,-0.270101,493109,459856,-0.308974,-2.98245,583295,404931,-0.893672,-0.61989,386572,364573,-0.285924,2.03222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320578,-0.0297646,624780,496701,-0.681252,-3.13099,182203,126281,-0.885561,0.087857,85155.2,76684.1,-0.39191,0.964965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254753,2.50009,298284,227263,0.765427,-1.13599,364172,194699,1.23292,2.87455,58857.3,55675.4,-0.280251,1.59367,292081,265702,0.389757,-0.109082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630035,-1.35716,358400,278004,-0.739828,0.517634,281986,268403,0.230675,2.55138,105029,95119.5,-0.448089,1.36215,315600,271789,-0.53068,2.11886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524919,2.42014,586269,566545,-0.213235,-1.20059,535942,446748,-0.618937,-0.703708,560451,426077,0.7611,1.90952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456336,-1.26036,259226,254557,-0.178913,-2.89382,264615,248499,-0.355998,0.710997,376424,227635,-1.08676,1.48165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225116,161321,-0.862362,0.419582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
