1.26182e+06,-1.93958,906590,772204,0.577324,1.98333,657965,644413,0.145494,0.367708,417724,382843,0.41431,1.27129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0564e+06,-1.02595,727190,709345,0.218253,2.40427,659090,652584,0.00186294,1.48198,1.13884e+06,197027,2.43981,-2.18536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673301,-2.04,856976,590215,-0.884411,0.0272077,935278,425649,1.42316,1.71148,468095,378028,-0.663085,2.29754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.44412e+06,1.96635,1.2116e+06,758442,-1.0431,-1.50319,459846,400639,0.530911,-1.00749,662852,270158,1.54512,-0.786275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536052,3.03719,385721,335911,-0.527529,-1.49204,548966,330701,1.08417,-0.499455,487162,277677,1.15814,1.50526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.69352e+06,1.71666,1.51124e+06,1.43305e+06,-0.196921,-1.06545,859110,794224,0.394265,-2.84137,775423,368812,1.37392,-0.370122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556918,1.31897,1.18575e+06,479060,-1.55484,-1.27327,542854,381052,0.88931,3.05456,560745,239554,1.49237,-1.50639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932433,-1.57754,711863,303154,1.49719,-0.594413,339862,275373,0.662559,2.49469,644716,81444.5,-2.75783,-0.074501,942045,728678,0.713339,1.6274,172862,170061,-0.165883,2.14838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630497,1.89049,766986,739734,-0.263911,0.461221,1.21022e+06,649075,-1.23261,-2.45633,498231,477302,0.286583,-1.70134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628616,-0.952221,696426,622053,-0.474075,1.92173,368841,305560,0.631931,-3.13288,254626,209062,-0.629129,-0.577408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884998,2.86906,657612,495828,-0.770236,-0.190754,1.34766e+06,381395,1.93333,-0.762801,247706,144962,-1.11545,1.34078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743099,-0.334705,1.03658e+06,882759,-0.579418,-3.02757,957472,267813,-1.94662,1.07456,75372.3,59924.1,0.688504,2.34303,203168,149889,0.806681,0.401933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541764,-2.186,488956,311307,1.0173,0.374445,299212,279486,0.358412,0.763326,430963,190053,1.4567,2.31589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594038,2.42883,1.03025e+06,1.02292e+06,0.0183827,-1.83869,690872,684421,0.0446384,1.14465,486634,394670,0.667713,-0.0263642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
