966678,1.88616,1.11905e+06,1.09924e+06,0.150071,-1.34083,559871,165567,-1.88859,1.47369,226151,165330,-0.802848,2.94516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272431,-0.253703,275612,245021,-0.469702,-2.83812,166684,143305,0.531173,2.26821,205771,103965,-1.30103,-0.295798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326833,0.49523,563988,312717,1.18657,-1.43681,1.34499e+06,250037,-2.36676,2.86416,184328,133523,-0.826793,1.13601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393198,0.551451,636767,256438,1.55925,-2.528,240253,63869.8,1.99805,0.277679,48670.2,24901.7,-1.28639,-2.24453,364748,274872,-0.761967,2.96886,186686,129489,0.906826,-0.737084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264860,0.141786,359307,342962,0.222528,-2.76879,1.03187e+06,201249,2.31779,0.180633,133718,103956,-0.715326,2.11942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461865,-2.04382,495977,356784,-0.85415,0.820151,141376,131748,0.368669,-2.70425,214160,118253,-1.19721,1.51014,67438,65269.8,-0.0406103,2.09886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520408,-0.365831,257889,229953,0.452828,2.62822,768111,181837,2.11868,2.82849,143213,142364,-0.0879183,-2.29471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461498,-1.11325,290845,280567,0.261412,2.0847,157454,143741,0.426495,-1.68963,146136,140085,0.292583,1.48272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516279,-2.80388,648844,473418,0.811705,0.822978,398248,227178,-1.15909,-0.135622,214023,208162,-0.230116,-1.61845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326800,1.06995,352834,306468,0.521177,-1.67384,241588,237358,0.139477,-2.50219,127746,95321,0.793069,-0.751792,253781,244503,0.26896,1.76472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405999,1.10451,314624,288417,0.417908,-1.05294,603890,264888,1.46155,3.0282,173546,149921,-0.500067,-2.66695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228903,-2.7067,684109,258384,1.62425,2.03454,295284,216663,0.797334,-0.682115,1.4739e+06,120713,-3.19347,-0.170556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306866,1.29765,640372,515815,-0.675745,-0.41991,540103,477256,-0.444128,-2.90814,261422,85399.8,-1.78368,2.74084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310905,0.519906,372916,369826,-0.0015242,-2.41646,466596,149431,1.79981,2.35906,130408,125261,0.226845,-0.33921,150400,50056.5,1.76355,1.58802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275141,-1.29861,356748,296369,-0.616026,1.84463,119822,116689,0.078216,2.14743,146915,112669,0.757943,-1.54633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
